"","LU1997245177","LU0109392836","LU0359201612","LU0823426308","LU0594300179","base1","base2"
"2015-05-12",8.06,11.2,18.15,380.78,16.53,4747.421,2099.120117
"2015-05-13",8,11.23,18.09,379.60001,16.45,4718.436,2098.47998
"2015-05-14",7.89,11.38,18.1900005,381.46001,16.51,4700.778,2121.100098
"2015-05-15",7.78,11.36,18.290001,383.32001,16.68,4617.47,2122.72998
"2015-05-18",7.71,11.42,18.16,381.51999,16.63,4575.14,2129.199951
"2015-05-19",8.03,11.39,18.360001,387.59,16.82,4731.222,2127.830078
"2015-05-20",8.07,11.38,18.48,386.73001,16.76,4754.919,2125.850098
"2015-05-21",8.28,11.44,18.26,386.20999,16.74,4840.976,2130.820068
"2015-05-22",8.45,11.46,18.719999,392.56,17.09,4951.335,2126.060059
"2015-05-25",8.67,11.405,18.795,396.22501,17.11,5099.495,2115.130005
"2015-05-26",8.89,11.35,18.870001,399.89002,17.26,5198.918,2104.199951
"2015-05-27",8.84,11.51,18.790001,399.10001,17.21,5181.434,2123.47998
"2015-05-28",8.31,11.5,18.25,385.19,16.71,4834.007,2120.790039
"2015-05-29",8.32,11.43,18.02,385.53,16.63,4840.829,2107.389893
"2015-06-01",8.69,11.46,18.389999,390.94,16.78,5076.179,2111.72998
"2015-06-02",8.81,11.44,18.309999,388.87,16.65,5161.87,2109.600098
"2015-06-03",8.72,11.5,18.25,388.75,16.64,5143.59,2114.070068
"2015-06-04",8.79,11.41,18.219999,388.44,16.53,5181.416,2095.840088
"2015-06-05",8.93,11.46,18.07,384.88,16.42,5230.552,2092.830078
"2015-06-08",9.03,11.32,18.190001,386.92001,16.48,5353.751,2079.280029
"2015-06-09",8.94,11.31,17.83,378.95001,16.13,5317.461,2080.149902
"2015-06-10",9.03,11.49,17.639999,377.48999,16.19,5309.112,2105.199951
"2015-06-11",9.03,11.48,17.76,381.70999,16.27,5306.59,2108.860107
"2015-06-12",9.11,11.43,18.059999,385.57999,16.44,5335.115,2094.110107
"2015-06-15",8.97,11.36,17.75,378.07999,16.13,5221.167,2084.429932
"2015-06-16",8.78,11.43,17.41,372.10001,16.02,5064.821,2096.290039
"2015-06-17",8.86,11.44,17.610001,374.45999,16.09,5138.831,2100.439941
"2015-06-18",8.48,11.57,17.540001,373.56,16.15,4930.549,2121.23999
"2015-06-19",7.99,11.54,17.42,367.76999,15.95,4637.052,2109.98999
"2015-06-22",8.2,11.61,17.629999,373.35999,16.18,4711.5715,2122.850098
"2015-06-23",8.305,11.62,17.8249995,378.024995,16.32,4786.091,2124.199951
"2015-06-24",8.41,11.53,18.02,382.69,16.38,4880.126,2108.580078
"2015-06-25",8.09,11.53,17.870001,377.63,16.24,4706.516,2102.310059
"2015-06-26",7.44,11.4,17.459999,367.29999,15.88,4336.195,2101.48999
"2015-06-29",7.21,11.11,16.98,357.04001,15.37,4191.549,2057.639893
"2015-06-30",7.72,11.15,17.290001,364.04001,15.64,4472.998,2063.110107
"2015-07-01",7.485,11.2,17.27,362.95,15.54,4253.021,2077.419922
"2015-07-02",7.25,11.21,17.16,361.85999,15.64,4107.996,2076.780029
"2015-07-03",6.96,11.21,16.860001,354.12,15.36,3885.917,2072.7700195
"2015-07-06",7.27,11.13,16.16,342.75,14.83,3998.537,2068.76001
"2015-07-07",7.14,11.15,15.6,329.98999,14.13,3928.003,2081.340088
"2015-07-08",6.56,10.97,14.52,311.45001,13.57,3663.038,2046.680054
"2015-07-09",7.06,11.01,15.55,326.92999,14.45,3897.626,2051.310059
"2015-07-10",7.51,11.16,16.030001,336.82001,14.88,4106.556,2076.620117
"2015-07-13",7.66,11.28,16.34,343.03,15.2,4211.812,2099.600098
"2015-07-14",7.4,11.36,16.24,339.54999,15.18,4112.149,2108.949951
"2015-07-15",7.11,11.31,16.030001,335.17999,14.95,3966.759,2107.399902
"2015-07-16",7.17,11.43,16.15,338.51001,15.08,3997.356,2124.290039
"2015-07-17",7.43,11.5,16.34,341.82001,15.27,4151.496,2126.639893
"2015-07-20",7.43,11.53,16.33,341.38,15.26,4160.612,2128.280029
"2015-07-21",7.47,11.54,16.5,346.42001,15.37,4166.006,2119.209961
"2015-07-22",7.42,11.45,16.33,342.60001,15.23,4157.16,2114.149902
"2015-07-23",7.61,11.47,16.440001,343.20001,15.35,4250.805,2102.149902
"2015-07-24",7.48,11.45,16.24,338.76999,15.12,4176.279,2079.649902
"2015-07-27",6.86,11.29,15.57,322.76999,14.5,3818.731,2067.639893
"2015-07-28",6.89,11.39,15.46,323.38,14.53,3811.093,2093.25
"2015-07-29",7.09,11.43,15.55,326.09,14.63,3930.379,2108.570068
"2015-07-30",6.86,11.53,15.47,322.95999,14.48,3815.412,2108.629883
"2015-07-31",6.89,11.47,15.58,324.89999,14.58,3816.699,2103.840088
"2015-08-03",6.92,11.39,15.43,320.35999,14.31,3829.235,2098.040039
"2015-08-04",7.14,11.35,15.44,321.73999,14.46,3948.155,2093.320068
"2015-08-05",7,11.5,15.53,323.63,14.59,3866.9,2099.840088
"2015-08-06",6.94,11.35,15.46,320.34,14.38,3831.852,2083.560059
"2015-08-07",7.08,11.35,15.61,323.39999,14.49,3906.945,2077.570068
"2015-08-10",7.41,11.51,15.77,328.41,14.78,4084.365,2104.179932
"2015-08-11",7.23,11.38,15.7,324.07001,14.51,4066.669,2084.070068
"2015-08-12",7,11.36,15.27,315.79001,14.1,4016.126,2086.050049
"2015-08-13",7.03,11.34,15.38,317.01001,14.22,4075.463,2083.389893
"2015-08-14",7.05,11.38,15.4,317.26999,14.25,4073.54,2091.540039
"2015-08-17",7.01,11.48,15.29,315.01001,14.11,4077.872,2102.439941
"2015-08-18",6.62,11.39,15.03,310.60999,13.85,3825.412,2096.919922
"2015-08-19",6.76,11.29,14.84,306.76999,13.52,3886.136,2079.610107
"2015-08-20",6.52,10.9,14.53,299.03,13.25,3761.454,2035.72998
"2015-08-21",6.18,10.61,14.18,295.10001,12.95,3589.536,1970.890015
"2015-08-24",5.63,10.22,12.97,271.31,12.14,3275.534,1893.209961
"2015-08-25",5.26,10.17,13.26,284.29999,12.65,3042.927,1867.609985
"2015-08-26",5.31,10.6,13.11,278.54001,12.27,3025.692,1940.51001
"2015-08-27",5.63,10.87,13.77,293.31,12.9,3205.638,1987.660034
"2015-08-28",5.87,10.9,13.71,290.25,12.89,3342.286,1988.869995
"2015-08-31",5.87,10.76,13.66,288.34,12.76,3366.536,1972.180054
"2015-09-01",5.76,10.45,13.27,281,12.42,3362.083,1913.849976
"2015-09-02",5.78,10.65,13.09,279.06,12.34,3365.832,1948.859985
"2015-09-03",5.69,10.7,13.1,277.985,12.52,3308.1585,1951.130005
"2015-09-04",5.645,10.55,13,276.91,12.26,3279.32175,1921.219971
"2015-09-07",5.6,10.55,12.94,276.19,12.25,3250.485,1945.3150025
"2015-09-08",5.79,10.87,13.43,285.82001,12.61,3334.023,1969.410034
"2015-09-09",5.91,10.73,13.99,296.04001,12.94,3399.305,1942.040039
"2015-09-10",5.86,10.81,13.75,289.72,12.78,3357.561,1952.290039
"2015-09-11",5.85,10.86,13.74,286.5,12.73,3347.188,1961.050049
"2015-09-14",5.67,10.81,13.73,285.64002,12.66,3281.132,1953.030029
"2015-09-15",5.47,10.95,13.64,286.01999,12.71,3152.232,1978.089966
"2015-09-16",5.79,11.01,13.97,293.04999,13.03,3309.248,1995.310059
"2015-09-17",5.67,11.01,14,292.92999,13.02,3236.999,1990.199951
"2015-09-18",5.72,10.89,14.15,293.03,13.08,3251.273,1958.030029
"2015-09-21",5.87,10.94,14.03,294.04001,13.07,3308.247,1966.969971
"2015-09-22",5.89,10.75,14.03,292.32999,12.9,3339.03,1942.73999
"2015-09-23",5.77,10.74,13.67,285.89999,12.75,3263.028,1938.76001
"2015-09-24",5.82,10.68,13.54,282.76001,12.53,3284.999,1932.23999
"2015-09-25",5.71,10.65,13.55,285.35999,12.66,3231.951,1931.339966
"2015-09-28",5.715,10.33,13.37,281.92,12.45,3242.752,1881.77002
"2015-09-29",5.72,10.32,13.13,278.48001,12.37,3178.854,1884.089966
"2015-09-30",5.78,10.56,13.33,283.47,12.57,3202.948,1920.030029
"2015-10-01",5.875,10.57,13.33,286.175,12.59,3249.715,1923.819946
"2015-10-02",5.9225,10.74,13.65,288.88,12.89,3273.0985,1951.359985
"2015-10-05",5.94625,10.92,14.05,296.98999,13.25,3284.79025,1987.050049
"2015-10-06",5.958125,10.88,14.05,296.54999,13.27,3290.636125,1979.920044
"2015-10-07",5.9640625,10.95,14.59,304.98999,13.48,3293.5590625,1995.829956
"2015-10-08",5.97,10.98,14.44,301.69,13.46,3296.482,2013.430054
"2015-10-09",6.04,11.03,14.53,303.60999,13.56,3340.116,2014.890015
"2015-10-12",6.25,11.06,14.8,306.45001,13.6,3447.693,2017.459961
"2015-10-13",6.26,10.99,14.71,305.34,13.62,3445.043,2003.689941
"2015-10-14",6.16,11.01,14.58,303.09,13.43,3406.112,1994.23999
"2015-10-15",6.31,11.2,14.82,308.51999,13.73,3486.815,2023.859985
"2015-10-16",6.37,11.26,14.93,311.67999,13.85,3534.065,2033.109985
"2015-10-19",6.36,11.28,15.01,311.12,13.82,3534.182,2033.660034
"2015-10-20",6.46,11.23,14.95,310.82999,13.83,3577.703,2030.77002
"2015-10-21",6.395,11.11,14.94,310.95,13.78,3473.254,2018.939941
"2015-10-22",6.33,11.39,14.85,311.07001,13.83,3524.534,2052.51001
"2015-10-23",6.46,11.52,15.07,314.07999,14.02,3571.241,2075.149902
"2015-10-26",6.54,11.49,15.09,314.20999,14,3589.261,2071.179932
"2015-10-27",6.57,11.45,15.05,313.23001,13.94,3592.879,2065.889893
"2015-10-28",6.46,11.62,14.83,311.13,13.91,3524.92,2090.350098
"2015-10-29",6.47,11.49,14.8,306.62,13.75,3533.307,2089.409912
"2015-10-30",6.51,11.53,14.68,305.07999,13.68,3534.079,2079.360107
"2015-11-02",6.36,11.62,14.59,304.51999,13.68,3475.962,2104.050049
"2015-11-03",6.33,11.62,14.66,305.38,13.78,3465.493,2109.790039
"2015-11-04",6.64,11.69,15.04,311.95999,14.01,3628.538,2102.310059
"2015-11-05",6.69,11.66,15.05,313.56,14.06,3705.97,2099.929932
"2015-11-06",6.85,11.71,14.97,312.07001,14.07,3793.374,2099.199951
"2015-11-09",6.91,11.58,14.9,309.20001,13.9,3840.355,2078.580078
"2015-11-10",6.91,11.54,14.65,304.97,13.75,3833.238,2081.719971
"2015-11-11",6.95,11.57,14.62,304.04999,13.74,3833.646,2075
"2015-11-12",6.89,11.47,14.83,307.63,13.95,3795.324,2045.969971
"2015-11-13",6.77,11.28,14.48,300.72,13.67,3746.242,2023.040039
"2015-11-16",6.85,11.41,14.26,298.42001,13.54,3764.126,2053.189941
"2015-11-17",6.79,11.43,14.48,300.04001,13.71,3758.387,2050.439941
"2015-11-18",6.74,11.57,14.43,301.54999,13.64,3715.58,2083.580078
"2015-11-19",6.89,11.6,14.64,304.76001,13.78,3774.969,2081.23999
"2015-11-20",6.9,11.66,14.78,309.64999,13.94,3774.383,2089.169922
"2015-11-23",6.86,11.59,14.76,307.59,13.88,3753.335,2086.590088
"2015-11-24",6.9,11.63,14.66,305.22,13.8,3753.889,2089.139893
"2015-11-25",6.97,11.66,14.7,306.35999,13.84,3781.607,2088.870117
"2015-11-26",6.91,11.66,14.67,305.82999,13.85,3759.429,2089.490112
"2015-11-27",6.52,11.7,14.34,298.31,13.56,3556.992,2090.110107
"2015-11-30",6.57,11.72,14.38,299.31,13.53,3566.412,2080.409912
"2015-12-01",6.64,11.84,14.64,304.19,13.76,3591.696,2102.629883
"2015-12-02",6.82,11.77,14.82,306.26999,13.84,3721.955,2079.51001
"2015-12-03",6.89,11.64,14.75,303.54999,13.79,3749.299,2049.620117
"2015-12-04",6.81,11.82,14.62,303.79001,13.75,3677.592,2091.689941
"2015-12-07",6.84,11.69,14.59,302.47,13.69,3687.607,2077.070068
"2015-12-08",6.77,11.7,14.39,296.79999,13.53,3623.02,2063.590088
"2015-12-09",6.85,11.53,14.33,297.70001,13.51,3635.938,2047.619995
"2015-12-10",6.79,11.56,14.2,295.38,13.45,3623.084,2052.22998
"2015-12-11",6.7,11.28,13.76,287.45001,13.12,3608.059,2012.369995
"2015-12-14",6.85,11.32,13.88,286.29999,13.08,3711.322,2021.939941
"2015-12-15",6.88,11.43,14.2,289.39002,13.35,3694.389,2043.410034
"2015-12-16",6.86,11.58,14.3,291.45999,13.43,3685.44,2073.070068
"2015-12-17",7.02,11.43,14.46,292.98001,13.5,3755.888,2041.890015
"2015-12-18",7.01,11.28,14.33,291.60001,13.46,3767.913,2005.550049
"2015-12-21",7.19,11.37,14.43,293.95001,13.53,3865.965,2021.150024
"2015-12-22",7.22,11.44,14.43,293.06,13.54,3876.733,2038.969971
"2015-12-23",7.19,11.52,14.58,297.22,13.72,3866.381,2064.290039
"2015-12-24",7.07,11.54,14.52,296.07001,13.72,3829.402,2060.98999
"2015-12-28",6.95,11.53,14.46,291.69,13.5,3727.632,2056.5
"2015-12-29",7.01,11.67,14.49,294.5,13.65,3761.875,2078.360107
"2015-12-30",7.02,11.57,14.39,289.81,13.5,3765.175,2063.360107
"2015-12-31",6.94,11.45,14.37,289.92999,13.53,3731.005,2043.939941
"2016-01-04",6.4,11.22,13.92,278.70001,12.98,3469.066,2012.660034
"2016-01-05",6.43,11.18,13.88,278.29999,13.01,3478.78,2016.709961
"2016-01-06",6.48,11.02,13.85,276.85999,12.91,3539.808,1990.26001
"2016-01-07",5.96,10.72,13.3,265.54999,12.47,3294.384,1943.089966
"2016-01-08",6.09,10.6,13.41,265.37,12.36,3361.563,1922.030029
"2016-01-11",5.78,10.61,12.96,256.89999,12.02,3192.45,1923.670044
"2016-01-12",5.87,10.73,13.02,257.85001,12.08,3215.71,1938.680054
"2016-01-13",5.77,10.38,12.95,255.28,12.07,3155.879,1890.280029
"2016-01-14",5.91,10.55,12.62,253.35001,11.99,3221.571,1921.839966
"2016-01-15",5.72,10.22,12.38,246.76,11.58,3118.73,1880.329956
"2016-01-18",5.78,10.22,12.37,246.84,11.7,3130.729,1880.829956
"2016-01-19",5.96,10.2,12.75,252.36,11.93,3223.125,1881.329956
"2016-01-20",5.84,10.17,12.16,244.67999,11.46,3174.378,1859.329956
"2016-01-21",5.67,10.21,11.97,241.82001,11.53,3081.345,1868.98999
"2016-01-22",5.73,10.48,12.51,250.49001,11.81,3113.463,1906.900024
"2016-01-25",5.8,10.33,12.61,252.67999,11.88,3128.886,1877.079956
"2016-01-26",5.46,10.42,12.19,249.03,11.79,2940.509,1903.630005
"2016-01-27",5.46,10.19,12.34,249.42999,11.77,2930.352,1882.949951
"2016-01-28",5.35,10.19,12.35,249.51,11.74,2853.756,1893.359985
"2016-01-29",5.44,10.46,12.64,255.36999,11.96,2946.09,1940.23999
"2016-02-01",5.41,10.5,12.54,253.86,11.94,2901.048,1939.380005
"2016-02-02",5.55,10.17,12.44,250.42999,11.83,2961.334,1903.030029
"2016-02-03",5.56,10.12,12.16,246.2,11.57,2948.639,1912.530029
"2016-02-04",5.64,10.21,12.33,248,11.69,2984.76,1915.449951
"2016-02-05",5.57,9.62,12.085,246.89999,11.62,2963.789,1880.050049
"2016-02-08",5.605,9.25,11.9625,242.279995,11.41,2955.248,1853.439941
"2016-02-09",5.6225,9.23,11.90125,239.9699975,11.36,2950.9775,1852.209961
"2016-02-10",5.63125,9.31,11.870625,238.81499875,11.45,2948.84225,1851.859985
"2016-02-11",5.635625,9.28,11.84,237.66,11.12,2947.774625,1829.079956
"2016-02-12",5.6378125,9.45,11.69,237,11.28,2947.2408125,1864.780029
"2016-02-15",5.64,9.45,12.1,244.01,11.59,2946.707,1880.1799925
"2016-02-16",5.8,9.69,12.41,247.51,11.65,3037.035,1895.579956
"2016-02-17",5.81,9.97,12.43,250.52,11.84,3063.32,1926.819946
"2016-02-18",5.77,9.87,12.68,252.89999,11.9,3053.699,1917.829956
"2016-02-19",5.76,9.98,12.61,252.3,11.92,3051.585,1917.780029
"2016-02-22",5.91,10.14,12.76,258.60001,12.15,3118.868,1945.5
"2016-02-23",5.85,9.98,12.69,254.64,11.96,3089.363,1921.27002
"2016-02-24",5.86,10.07,12.32,249.99001,11.76,3109.545,1929.800049
"2016-02-25",5.45,10.22,12.2,247.09,11.7,2918.75,1951.699951
"2016-02-26",5.5,10.29,12.5,251.98,11.9,2948.031,1948.050049
"2016-02-29",5.33,10.24,12.34,251.51,11.88,2877.467,1932.22998
"2016-03-01",5.45,10.56,12.59,255.92999,12.04,2930.694,1978.349976
"2016-03-02",5.72,10.58,13,261.07999,12.22,3051.333,1986.449951
"2016-03-03",5.72,10.62,13.01,261.07999,12.21,3058.422,1993.400024
"2016-03-04",5.71,10.65,13.26,264.79999,12.45,3093.89,1999.98999
"2016-03-07",5.75,10.62,13.32,264.85999,12.41,3104.84,2001.76001
"2016-03-08",5.77,10.45,13.24,261.84,12.24,3107.673,1979.26001
"2016-03-09",5.68,10.55,13.1,262.04001,12.27,3071.907,1989.26001
"2016-03-10",5.58,10.53,13.12,262.51001,12.17,3013.146,1989.569946
"2016-03-11",5.6,10.76,13.31,265.94,12.45,3018.284,2022.189941
"2016-03-14",5.75,10.74,13.52,268.04999,12.57,3065.69,2019.640015
"2016-03-15",5.72,10.7,13.28,266.42999,12.44,3074.78,2015.930054
"2016-03-16",5.69,10.81,13.26,266.5,12.41,3090.033,2027.219971
"2016-03-17",5.86,10.85,13.49,271.66,12.65,3124.204,2040.589966
"2016-03-18",5.99,10.92,13.7,275.64999,12.94,3171.963,2049.580078
"2016-03-21",6.11,10.95,13.78,275.64002,12.96,3249.437,2051.600098
"2016-03-22",6.06,10.97,13.78,275.13,12.91,3225.79,2049.800049
"2016-03-23",6.06,10.86,13.71,273.06,12.8,3236.092,2036.709961
"2016-03-24",5.97,10.87,13.5,270.14002,12.64,3181.851,2035.939941
"2016-03-25",5.93,10.865,13.5,270.360005,12.7,3197.817,2036.494995
"2016-03-28",5.91,10.86,13.5,270.4699975,12.68,3169.728,2037.050049
"2016-03-29",5.89,11.04,13.5,270.57999,12.73,3135.41,2055.01001
"2016-03-30",6.11,11.13,13.83,276.87,13.08,3216.275,2063.949951
"2016-03-31",6.13,11.13,13.86,278.17999,13.16,3218.088,2059.73999
"2016-04-01",6.11,11.21,13.71,274.04001,12.95,3221.895,2072.780029
"2016-04-04",6.16,11.16,13.72,272.42,12.96,3243.1905,2066.129883
"2016-04-05",6.21,11.01,13.57,270.79999,12.8,3264.486,2045.170044
"2016-04-06",6.22,11.15,13.63,272.57999,12.91,3257.528,2066.659912
"2016-04-07",6.13,10.98,13.67,272.5,12.84,3209.29,2041.910034
"2016-04-08",6.06,11,13.71,274.01999,12.92,3185.726,2047.599976
"2016-04-11",6.16,10.94,13.89,275.88,13.02,3230.096,2041.98999
"2016-04-12",6.14,10.95,13.92,277.84,13.05,3218.45,2061.719971
"2016-04-13",6.2,11.18,14.36,285.35001,13.39,3261.383,2082.419922
"2016-04-14",6.22,11.14,14.4,286.39999,13.47,3275.832,2082.780029
"2016-04-15",6.21,11.12,14.39,285.03,13.42,3272.205,2080.72998
"2016-04-18",6.14,11.18,14.25,283.5,13.4,3228.453,2094.340088
"2016-04-19",6.16,11.11,14.35,285.60999,13.48,3238.303,2100.800049
"2016-04-20",5.99,11.17,14.16,282.72,13.38,3181.026,2102.399902
"2016-04-21",5.94,11.16,14.33,284.07001,13.42,3160.603,2091.47998
"2016-04-22",6,11.1,14.21,282.56,13.3,3174.901,2091.580078
"2016-04-25",5.96,11.07,14.04,279.10999,13.21,3162.033,2087.790039
"2016-04-26",6,11.11,14.06,280.26999,13.22,3179.161,2091.699951
"2016-04-27",5.99,11.14,13.99,279.39999,13.15,3165.916,2095.149902
"2016-04-28",6,10.99,14.03,280.54999,13.23,3160.581,2075.810059
"2016-04-29",6,10.93,13.92,276.23999,13,3156.745,2065.300049
"2016-05-02",6.075,11.01,13.89,273.76999,13,3185.1425,2081.429932
"2016-05-03",6.15,10.87,13.64,271.29999,12.84,3213.54,2063.370117
"2016-05-04",6.11,10.8,13.55,270.01999,12.79,3209.461,2051.120117
"2016-05-05",6.035,10.77,13.435,267.48999,12.82,3213.92,2050.629883
"2016-05-06",5.96,10.83,13.32,264.95999,12.63,3130.354,2057.139893
"2016-05-09",5.84,10.84,13.26,264.47,12.58,3065.615,2058.689941
"2016-05-10",5.87,10.99,13.28,265.14002,12.66,3069.112,2084.389893
"2016-05-11",6.63,10.95,13.26,264.89002,12.67,3082.808,2064.459961
"2016-05-12",6.63,10.87,13.18,263.5,12.56,3090.137,2064.110107
"2016-05-13",6.59,10.82,13.02,261.32999,12.55,3074.935,2046.609985
"2016-05-16",6.61,10.96,13.165,263.655,12.67,3095.308,2066.659912
"2016-05-17",6.63,10.86,13.31,265.98001,12.69,3086.024,2047.209961
"2016-05-18",6.52,10.93,13.1,263.92001,12.59,3068.035,2047.630005
"2016-05-19",6.52,10.88,12.95,260.29001,12.41,3062.5,2040.040039
"2016-05-20",6.55,11.04,13.04,264.37,12.57,3078.218,2052.320068
"2016-05-23",6.6,11.06,13.05,264.45001,12.56,3087.222,2048.040039
"2016-05-24",6.54,11.3,13.07,267.01999,12.67,3063.555,2076.060059
"2016-05-25",6.5,11.33,13.33,270.26001,12.78,3059.225,2090.540039
"2016-05-26",6.52,11.35,13.32,270.32999,12.76,3064.211,2090.100098
"2016-05-27",6.55,11.39,13.49,274.28,12.92,3062.499,2099.060059
"2016-05-30",6.55,11.39,13.55,275.31,12.97,3066.709,2098.005005
"2016-05-31",6.75,11.43,13.67,277.29999,13.1,3169.559,2096.949951
"2016-06-01",6.76,11.5,13.67,275.29999,13.05,3160.547,2099.330078
"2016-06-02",6.78,11.57,13.69,276.39002,13.07,3167.099,2105.26001
"2016-06-03",6.83,11.52,13.76,276.95999,13.07,3189.325,2099.129883
"2016-06-06",6.84,11.57,13.83,280.07001,13.2,3178.788,2109.409912
"2016-06-07",6.85,11.59,14.05,282.35999,13.3,3177.053,2112.129883
"2016-06-08",6.81,11.61,13.98,281.78,13.18,3163.986,2119.120117
"2016-06-09",6.69,11.57,13.96,278.964995,13.12,3115.1635,2115.47998
"2016-06-10",6.63,11.39,13.72,276.14999,12.96,3090.75225,2096.070068
"2016-06-13",6.57,11.37,13.42,271.75,12.7,3066.341,2079.060059
"2016-06-14",6.6,11.38,13.43,271.34,12.59,3075.983,2075.320068
"2016-06-15",6.74,11.37,13.49,273.37,12.74,3116.368,2071.5
"2016-06-16",6.69,11.37,13.29,268.23001,12.53,3094.674,2077.98999
"2016-06-17",6.72,11.28,13.38,269.92001,12.56,3110.357,2071.219971
"2016-06-20",6.76,11.39,13.58,273.82001,12.78,3112.674,2083.25
"2016-06-21",6.72,11.44,13.67,274.81,12.78,3106.317,2088.899902
"2016-06-22",6.78,11.37,13.83,278.59,12.93,3133.961,2085.449951
"2016-06-23",6.71,11.57,13.675,275.905,12.96,3117.316,2113.320068
"2016-06-24",6.64,11.06,13.52,273.22,12.65,3077.155,2037.410034
"2016-06-27",6.74,10.68,13.55,269.60001,12.42,3120.544,2000.540039
"2016-06-28",6.77,10.91,13.58,272.82001,12.58,3136.401,2036.089966
"2016-06-29",6.76,11.14,13.76,277.47,12.83,3151.389,2070.77002
"2016-06-30",6.77,11.26,13.94,281.20001,12.96,3153.921,2098.860107
