"","IE0030016244","LU0640798830","LU1046421878","LU0028119013","LU0123357419","LU0048622798","LU0055114457","HK0000194255","LU0050427557","LU0261959422","LU0111491626","IE0000830129","LU0742537680","LU0353647653","LU0367025839","LU0122376428","LU0386018732","LU0050372472","LU0261952419","LU0532244745","LU0125727601","LU0823389423","LU0072462343","LU0011963328","LU0172157280","LU0717748213","LU0132414144","LU0011963674","IE0004868828","LU0367024519","LU0745992734","IE00B3YQ9180","LU0237698757","LU1775951525","LU1046420557","LU0261952922","LU0161332480","IE00B62P4Q86","IE00B4YN5X00","LU0052588471","IE00B237VG42","LU0048574536","LU0823413587","LU0011850392","LU0048621717","LU0119750205","LU0149503202","LU0794788066","LU0794787928","LU0971552673","LU0348825331","GB0030655780","LU0982800228","LU0396313180","LU0354059684","GB00B3B9VC56","LU0307460401","LU1775955435","GB00B3B9V927","LU0265550359","LU0871640040","LU1023057109","LU0428352859","LU1046420987","LU0314106062","IE00B3Y5VT74","LU0252652382","IE00B464Q616","LU1023062109","LU0196876865"
"2015-02-27 08:00:00",16.76,10.152,11.57,21,22.95,6.655,28.09,67.64,31.347,18.32,44.89219,71.3,11.75,13.93,8.78236,20.82,0.9476,28.01,24.57,7.05,69,70.78,33.75,35.9247,32.2,11.1526,39.1595,450.9696,167.79726,11.83,7.02,138.55,15.84,6.83,11.17,10.869,28560,63.84,7244.74,17.484,28.79,51.914,559.34003,86.59,2.546,17.35,22.46,7.8163,8.1609,9.09,50.99,33.7917,8.35,19.1674,12.1,2.764,12.896,79.53,178.3,12.1,5.52,12.96,8.907,8.038,0.75992,9.42,29.22,7.5367,12.16,1.3246
"2015-03-02 08:00:00",16.69,10.182,11.6,21.07,22.8,6.641,28.13,67.83,30.832,18.31,44.70772,72.02,11.78,13.91,8.85763,20.4,0.9484,28.02,24.66,7.06,68.74,70.82,33.919998,35.9318,31.76,11.1471,39.2625,449.926,167.78748,11.76,7.03,139.59,15.91,6.84,11.18,10.869,28513,63.99,7252.92,17.455,28.83,52.196,559.33002,86.03,2.551,17.43,22.48,7.8263,8.1719,9.13,51.19,33.8308,8.36,19.1124,12.116,2.766,12.939,79.66,178.8,12.09,5.48,12.98,8.883,8.043,0.75926,9.35,29.19,7.5053,12.13,1.3236
"2015-03-03 08:00:00",16.74,10.021,11.46,21.24,22.67,6.636,27.95,67.74,30.609,18.13,44.36395,72.12,11.69,13.79,8.87574,20.52,0.9475,27.959999,24.48,7.06,67.98,70.83,33.880001,35.8636,31.75,11.1626,39.2442,452.3598,168.62014,11.69,7.03,138.93,15.84,6.86,11.12,10.869,28387,64.04,7148.76,17.33,28.8,51.942,556.54999,86.43,2.527,17.41,22.47,7.826,8.1696,9.12,50.36,33.8699,8.34,19.1664,12.081,2.777,13.067,79.73,179.9,12.08,5.5,12.76,8.892,8.035,0.75794,9.35,29.18,7.5053,12.13,1.328
"2015-03-04 08:00:00",16.61,9.877,11.5,21.1,22.78,6.625,27.86,67.45,29.841,18.3,44.67418,71.62,11.66,13.88,8.83951,20.44,0.9471,27.969999,24.86,7.06,68.72,70.72,33.610001,35.6443,31.06,11.1507,39.2158,449.6202,169.15892,11.75,7.02,138.25,15.92,6.84,11.1,10.8691,28185,64.05,7072.1,17.407,28.65,51.651,551.26001,84.99,2.55,17.26,22.36,7.8207,8.1616,9.05,49.9,33.4497,8.33,19.1736,11.997,2.753,12.942,79.65,178.6,11.98,5.5,12.59,8.864,8.027,0.74781,9.36,29.14,7.4583,12.09,1.297
"2015-03-05 08:00:00",16.63,9.81,11.61,21.35,22.83,6.629,27.77,67.48,29.851,18.53,45.04311,71.28,11.68,14,8.81234,20.4,0.9467,28.01,25.19,7.06,69.3,70.86,33.529999,35.6307,31.3,11.1494,39.1578,450.301,169.90343,11.77,7.01,138.29,16.05,6.79,11.16,10.8691,28609,63.96,7042.91,17.551,28.64,51.76,551.92999,86.45,2.571,17.52,22.27,7.8043,8.1441,9.15,49.72,34.0165,8.34,19.0071,12.026,2.735,12.902,79.59,178.6,12.02,5.48,12.43,8.839,8.043,0.75472,9.39,29.12,7.4818,12.3,1.3079
"2015-03-06 08:00:00",16.66,9.795,11.68,21.57,22.66,6.588,27.98,67.34,29.092,18.54,45.0515,71.99,11.53,13.97,8.81234,20.26,0.9454,28.059999,25.34,7.06,69.61,70.71,33.98,35.7063,31.02,11.1558,39.1157,456.441,173.17533,11.68,7.01,138.27,16,6.86,11.15,10.8691,28718,64.02,7051.29,17.579,28.66,51.443,548.25,86.53,2.562,17.61,22.34,7.8096,8.1495,9.17,49.7,34.3878,8.32,19.0777,11.965,2.724,,79.53,178.7,11.93,5.49,12.5,8.83,8.027,0.74545,9.35,29.11,7.4034,12.34,1.2863
"2015-03-09 08:00:00",16.5,9.819,11.68,21.57,22.23,6.594,27.6,67.22,28.393,18.45,45.06827,71.18,11.52,13.96,8.61309,20.16,0.944,28.08,25.26,7.06,69.39,70.46,33.290001,35.4428,30.67,11.1267,38.9013,454.174,171.7157,11.46,6.98,136.67,15.95,6.78,11.1,10.8691,28663,64.01,7055.96,17.579,28.46,51.216,542.71997,85.67,2.546,17.44,21.89,7.7912,8.1297,9.11,49.82,34.2217,8.3,18.7724,11.875,2.685,12.629,79.1,177,11.88,5.48,12.54,8.76,8.011,0.73987,9.35,29.03,7.3877,12.3,1.2819
"2015-03-10 08:00:00",16.45,9.725,11.63,21.44,21.9,6.617,27.44,66.93,27.975,18.35,44.52325,70.46,11.35,13.84,8.60403,19.71,0.943,28.209999,25.42,7.04,68.83,70.11,33.02,35.3792,30.27,11.1033,38.679,452.8132,172.56797,11.29,6.97,137.11,16.04,6.71,10.97,10.8692,28329,63.92,6962.74,17.522,28.38,50.744,532.72998,83.66,2.501,17.43,21.95,7.7783,8.1153,9.13,49.24,34.1923,8.25,18.6659,11.753,2.674,12.594,78.9,176.9,11.78,5.43,12.36,8.712,7.964,0.72851,9.34,28.92,7.3328,12.26,1.2339
"2015-03-11 08:00:00",16.29,9.634,11.88,21.48,21.5,6.619,27.06,66.62,28.023,18.59,45.21919,69.9,11.32,13.99,8.59498,19.42,0.9422,28.280001,25.75,7.04,70,70.11,32.900002,35.2824,29.97,11.093,38.4874,453.8463,173.37125,11.08,6.94,136.41,16.26,6.67,10.96,10.8692,28646,63.73,6918.22,17.762,28.25,50.789,532.73999,83.95,2.519,17.54,21.65,7.7502,8.0847,9.12,49.02,34.466,8.25,18.7137,11.697,2.644,12.523,78.68,174.8,11.69,5.45,12.3,8.68,7.964,0.72189,9.35,29.11,7.3406,12.36,1.2174
"2015-03-12 08:00:00",16.35,9.734,11.91,21.69,21.69,6.634,27.13,66.87,28.315,18.61,45.18565,70.29,11.41,14,8.61309,19.55,0.9438,28.299999,25.93,7.04,70.06,70.36,33.07,35.6318,30.49,11.0984,38.508,460.0988,173.4986,11.17,6.96,137.8,16.4,6.68,11.09,10.8692,29280,63.82,6974.27,17.771,28.35,51.479,536.95001,84.7,2.546,17.63,21.61,7.763,8.0975,9.16,49.18,34.6907,8.29,18.8599,11.804,2.631,12.697,78.72,174.7,11.8,5.45,12.39,8.708,8.003,0.72965,9.35,29.1,7.3877,12.45,1.2421
"2015-03-13 08:00:00",16.45,9.817,12.02,21.76,21.45,6.625,26.94,66.84,27.537,18.74,45.17727,69.99,11.35,14.02,8.64026,19.09,0.9435,28.280001,26.13,7.03,70.35,69.62,32.970001,35.2674,29.86,11.0825,38.5886,466.0321,174.23331,11.05,6.94,136.6,16.54,6.63,11.04,10.8692,29272,63.81,6998.98,17.848,28.44,50.735,530.34003,83.26,2.555,17.58,21.84,7.7749,8.1102,9.12,49.38,34.8178,8.26,18.7927,11.746,2.633,12.457,78.85,177,11.73,5.45,12.45,8.688,7.972,0.71915,9.33,28.99,7.3171,12.51,1.211
"2015-03-16 08:00:00",16.44,9.885,12.27,21.8,21.27,6.634,27.05,66.78,27.819,18.92,45.55459,70.09,11.49,14.15,8.64026,19.19,0.9439,28.299999,26.36,7.01,71.17,69.49,33.049999,35.2126,29.76,11.0592,38.2937,466.489,174.10596,10.96,6.94,136.1,16.58,6.62,11.12,10.8692,29646,63.66,7047.34,17.982,28.48,51.125,534.59003,82.68,2.576,17.79,21.72,7.7518,8.0858,9.16,49.89,35.1402,8.28,18.7136,11.789,2.62,12.413,78.35,176.4,11.82,5.44,12.56,8.682,7.995,0.73069,9.32,28.97,7.3249,12.67,1.2059
"2015-03-17 08:00:00",,9.901,12.05,21.59,21.45,6.638,27.14,66.74,27.634,18.78,45.31143,,11.45,14.08,8.66743,19.44,0.9435,28.25,26.25,7,70.57,69.3,33.360001,35.5023,29.89,11.0659,38.1627,472.1093,,11.05,6.95,,16.51,6.62,11.14,10.8693,29545,,,17.848,,51.297,537.19,83.58,2.574,17.63,21.98,7.7379,8.0715,9.19,50.02,34.7298,8.26,18.7388,11.803,2.632,12.616,78.35,177.6,11.83,5.43,12.59,8.702,7.98,0.72851,9.3,28.97,7.3406,12.51,1.2267
"2015-03-18 08:00:00",16.56,9.996,11.96,21.56,21.35,6.649,27,66.71,27.994,18.82,45.47912,70.87,11.51,14.16,8.66743,19.56,0.9438,28.24,26.2,6.98,70.51,69.41,33.889999,35.2858,29.66,11.0601,38.1144,475.1241,173.53777,11,6.94,137.1,16.43,6.71,11.17,10.8693,29691,63.29,7117.36,17.848,28.55,51.188,539.59003,84.12,2.607,17.63,21.91,7.7209,8.0536,9.17,50.59,34.6907,8.28,18.745,11.815,2.635,12.562,77.98,179.2,11.86,5.41,12.73,8.698,7.988,0.7305,9.3,28.84,7.3642,12.58,1.2418
"2015-03-19 08:00:00",16.82,10.076,12.02,21.74,22.05,6.674,27.44,67.02,28.052,18.92,45.78936,71.65,11.57,14.23,8.78517,19.77,0.9465,28.27,26.56,7.01,70.94,69.79,34.099998,36.0659,30.13,11.1008,38.0585,473.1706,173.73371,11.35,6.99,139.23,16.76,6.78,11.19,10.8693,29599,63.22,7200.73,17.886,28.81,51.869,543.53003,85.44,2.614,17.79,22.28,7.7208,8.0537,9.29,51.04,34.8862,8.32,18.9326,11.931,2.669,12.545,78.23,178.3,11.97,5.41,12.84,8.754,8.027,0.73637,9.33,28.91,7.4112,12.66,1.2633
"2015-03-20 08:00:00",16.83,10.054,12.11,21.78,21.59,6.696,27.29,67.45,28.937,19.03,46.11637,71.74,11.78,14.29,8.78517,20.1,0.9475,28.280001,26.47,7.01,71.4,70.38,34.099998,36.2269,30.64,11.091,38.4434,475.3643,173.55738,11.12,6.97,140.01,16.67,6.76,11.31,10.8693,29939,63.38,7202.99,18.02,28.84,52.568,548.79999,86.37,2.635,17.84,22.16,7.7456,8.0797,9.28,51.01,35.1207,8.36,18.893,12.035,2.637,12.482,78.67,177.6,12.07,5.43,12.85,8.734,8.066,0.75075,9.37,28.87,7.4739,12.76,1.2937
"2015-03-23 08:00:00",16.96,10.089,11.94,21.86,21.87,6.7,27.53,67.64,29.112,18.92,45.9319,72.23,11.81,14.23,8.89385,20.2,0.9484,28.25,26.21,7.01,70.94,70.67,34.32,36.2399,30.91,11.124,38.7091,477.9011,171.59816,11.26,7,139.29,16.65,6.78,11.3,10.8693,29913,63.48,7260.51,17.944,28.95,52.232,551.09003,86.38,2.627,17.73,22.44,7.7558,8.0898,9.29,51.47,35.0327,8.37,19.0407,12.093,2.667,12.462,79.03,178.1,12.17,5.43,12.92,8.803,8.074,0.75737,9.38,29.04,7.5367,12.66,1.3011
"2015-03-24 08:00:00",16.96,9.991,12.04,21.92,21.69,6.709,27.74,67.76,29.141,18.96,46.01575,72.47,11.81,14.23,8.93008,20.01,0.9492,28.200001,26.18,7.02,71.11,70.96,34.330002,36.3056,31.11,11.1559,38.9108,475.3978,170.69692,11.17,7.03,139.35,16.62,6.78,11.31,10.8694,29860,63.48,7217.9,18.02,28.96,52.278,551.17999,86.55,2.63,17.81,22.5,7.7602,8.0943,9.32,51.41,35.2282,8.37,19.1523,12.101,2.668,12.442,79.33,178.1,12.16,5.43,12.84,8.858,8.082,0.75888,9.4,29.11,7.5602,12.74,1.3103
"2015-03-25 08:00:00",16.91,10.002,11.88,21.93,21.68,6.717,27.3,67.84,28.985,18.72,45.59651,72.3,11.77,14.09,8.91197,20.16,0.9497,28.190001,25.69,7.03,70.32,71.14,34.290001,36.184,30.91,11.1581,39.0344,477.3325,169.91323,11.17,7.03,139.79,16.43,6.78,11.23,10.8694,29640,63.54,7245.14,17.867,28.94,52.051,548.59003,86.63,2.609,17.73,22.36,7.7642,8.0983,9.31,51.86,35.15,8.37,19.1463,12.089,2.656,12.392,79.66,177.2,12.17,5.44,12.8,8.857,8.074,0.75604,9.4,29,7.5681,12.61,1.3209
"2015-03-26 08:00:00",16.62,9.976,11.85,21.5,22.02,6.685,27.17,67.71,28.422,18.57,45.29466,71.35,11.66,13.96,8.83951,20.16,0.9469,28.200001,25.54,7.03,69.79,71.11,33.860001,35.739,30.64,11.1571,39.0893,470.739,168.91402,11.34,7.02,137.44,16.36,6.73,11.17,10.8694,29239,63.52,7207.24,17.8,28.69,51.443,541.59998,84.99,2.573,17.35,22.05,7.7668,8.1009,9.18,51.44,34.2901,8.34,19.101,11.939,2.641,12.126,79.69,176,12.01,5.44,12.75,8.838,8.05,0.74034,9.37,29.02,7.5288,12.36,1.2983
"2015-03-27 08:00:00",16.6,9.982,11.93,21.76,22,6.696,27.24,67.64,28.13,18.62,45.31143,71.19,11.68,13.98,8.81234,20.08,0.9461,28.200001,25.84,7.03,69.84,70.92,33.82,35.8288,30.05,11.1513,39.0352,470.0161,170.73609,11.33,7.02,138.42,16.37,6.71,11.2,10.8694,29321,63.53,7214.34,17.838,28.74,51.742,542.88,84.3,2.568,17.63,21.95,7.7628,8.0968,9.23,51.53,34.7103,8.36,19.062,11.943,2.631,12.17,79.46,175.7,12.01,5.43,12.77,8.833,8.058,0.7446,9.4,28.91,7.521,12.57,1.2879
"2015-03-30 08:00:00",16.61,10.201,12.11,21.77,21.77,6.694,27.52,67.58,28.402,18.85,45.73067,71.64,11.74,14.15,8.79423,20.17,0.9474,28.23,26.21,7.04,70.62,70.88,34.560001,35.5269,30.21,11.1655,38.9761,471.6822,170.90264,11.21,7.02,137.39,16.52,6.77,11.37,10.8695,29761,63.58,7398.03,17.992,28.92,51.47,547.78003,85.81,2.585,17.66,22.04,7.769,8.103,9.29,53.02,35.0034,8.38,19.027,11.995,2.626,12.307,79.53,176.6,12.07,5.44,13.14,8.813,8.082,0.74592,9.4,28.97,7.5117,12.63,1.3041
"2015-03-31 08:00:00",16.66,10.29,12.01,21.81,22.05,6.705,28,67.77,28.723,18.8,45.41204,72.3,11.64,14.05,8.80329,20.05,0.9476,28.26,26.22,7.05,70.14,70.96,34.68,35.6855,30.2,11.1834,38.9606,468.0199,174.14514,11.36,7.03,138.61,16.61,6.81,11.37,10.8695,29325,63.6,7428.84,17.944,28.96,51.597,550.09998,86.04,2.553,17.7,22.3,7.7802,8.1148,9.3,53.08,35.023,8.37,18.9825,11.948,2.637,12.379,79.57,177.3,12.03,5.46,13.18,8.812,8.074,0.73684,9.41,29.06,7.5196,12.57,1.2978
"2015-04-01 08:00:00",16.61,10.413,12.05,21.81,21.9,6.739,27.82,67.97,29.384,18.89,45.60489,72.53,11.62,14.1,8.79423,20.15,0.9478,28.299999,25.88,7.06,70.34,71.43,34.549999,35.6419,30.14,11.2057,39.031,461.9817,174.91903,11.28,7.03,138,16.6,6.81,11.43,10.8695,29078,63.68,7515.55,18.011,29.03,51.424,555.29999,86.71,2.559,17.73,22.14,7.7843,8.1188,9.26,53.98,35.2282,8.38,19.1474,11.957,2.633,12.506,79.75,177.4,11.96,5.46,13.33,8.847,8.08,0.73797,9.43,29.21,7.5826,12.56,1.3096
"2015-04-02 08:00:00",16.6,10.579,12.05,21.81,22.13,6.727,27.87,68.17,29.724,18.92,45.44558,73.02,11.71,14.08,8.81234,20.34,0.9481,28.280001,25.77,7.07,70.18,,34.759998,35.8313,29.93,11.2384,39.3107,469.4752,174.59576,11.4,7.06,139.15,16.58,6.87,11.58,10.8695,29518,63.71,7603.01,18.011,29.12,51.769,559.70001,88.19,2.574,17.65,22.04,7.7909,8.1253,9.27,54.92,35.2282,8.41,19.3465,12.058,2.656,,80.11,178.7,12.12,5.47,13.49,8.889,8.104,0.74819,9.43,29.29,7.622,12.59,1.3442
"2015-04-03 08:00:00",,,12.05,,,6.727,27.8,,29.773,18.86,,,11.72,14,,,,,25.45,7.07,,,,,,,,,,,,,16.38,,11.58,10.8695,29512,,,17.992,,51.452,,,2.562,,,,,,,,8.4,,,,,,,,,,,8.088,,,,7.622,,
"2015-04-06 08:00:00",,,12.14,,,6.73,28.14,,30.395,19.03,,,11.85,14.13,,,,,25.67,7.08,,,,,,,,,,,,,16.55,,11.7,10.8696,29820,,,18.068,,51.987,,,2.592,,,,,,,,8.43,,,,,,,,,,,8.128,,9.43,29.38,7.693,,
"2015-04-07 08:00:00",16.73,,12.13,22.13,23.05,6.726,28.21,,30.395,19.15,46.25891,73.44,11.85,14.31,8.89385,20.92,0.9503,28.290001,26.08,7.09,71.39,72.19,35.349998,35.9443,30.55,11.2623,39.5483,476.9543,175.86925,11.87,7.07,139.76,16.68,6.93,11.74,10.8696,30148,63.92,7652.26,18.174,29.29,51.978,565.13,90.5,2.61,17.9,22.3,7.8144,8.1491,9.38,,35.4823,8.44,19.5335,12.164,2.693,12.748,80.45,180,12.19,5.48,13.5,8.92,8.144,0.75935,9.46,29.47,7.6772,12.79,1.3776
"2015-04-08 08:00:00",16.8,11.112,12.09,22.29,23.44,6.732,28,68.71,30.793,19.17,46.25052,74.56,11.82,14.32,8.87574,20.99,0.9511,28.309999,26.36,7.11,71.28,72.6,35.73,36.1989,30.9,11.2813,39.6865,479.8743,175.2423,12.07,7.09,140.48,16.78,7.05,11.99,10.8696,30192,64.08,8064.02,18.126,29.65,52.259,571.76001,91.66,2.601,17.97,22.2,7.8364,8.1718,9.46,58.39,35.58,8.46,19.6469,12.216,2.702,12.907,80.55,180,12.24,5.49,14.41,8.94,8.159,0.76248,9.49,29.62,7.693,12.8,1.3927
"2015-04-09 08:00:00",16.86,11.347,12.25,22.52,23.08,6.731,28.17,68.89,30.842,19.41,46.72846,75.23,11.82,14.49,8.8848,20.84,0.9524,28.309999,26.67,7.12,71.97,72.78,36.060001,36.175,30.82,11.2892,39.9042,482.1284,177.15254,11.88,7.1,139.7,16.89,7.09,12.03,10.8696,30210,64.22,8308.08,18.241,29.99,52.005,573,93.44,2.635,18.09,22.23,7.851,8.1877,9.47,59.64,35.9806,8.48,19.7492,12.217,2.706,12.931,80.64,181.7,12.23,5.51,14.9,8.95,8.183,0.75746,9.49,29.67,7.693,12.92,1.3992
"2015-04-10 08:00:00",16.87,11.513,12.46,22.68,23.48,6.724,28.15,68.98,30.473,19.65,47.12254,75.6,11.86,14.63,8.83046,20.94,0.9519,28.309999,27.1,7.15,72.65,72.71,36.41,36.0882,31.03,11.2934,39.9806,480.0164,179.52319,12.09,7.12,140.47,17.02,7.14,12.11,10.8696,30147,64.28,8429.68,18.346,30.08,52.432,575.21997,93.69,2.663,18.28,22.22,7.8522,8.19,9.56,60.45,36.4399,8.5,19.6986,12.222,2.694,12.975,80.81,183.4,12.26,5.51,15.06,8.926,8.207,0.75557,9.51,29.6,7.693,13.03,1.3927
"2015-04-13 08:00:00",16.89,11.966,12.43,22.79,23.53,6.722,27.78,69.33,30.2,19.64,47.22316,76.11,11.87,14.63,8.79423,21.08,0.951,28.32,27.2,7.18,72.88,72.69,36.84,36.1361,30.79,11.2859,39.9784,479.2534,179.33708,12.12,7.13,140.49,16.91,7.16,12.23,10.8697,30126,64.36,8745.16,18.365,30.41,52.278,581.82001,94.05,2.654,18.34,22.32,7.8638,8.2023,9.62,62.93,36.5181,8.54,19.5598,12.276,2.699,12.983,80.86,184.1,12.34,5.52,15.88,8.889,8.231,0.75812,9.52,29.43,7.6536,13.1,1.3921
"2015-04-14 08:00:00",16.87,11.689,12.34,22.85,23.46,6.752,27.6,69.62,30.278,19.58,47.08062,75.51,11.87,14.57,8.79423,21.2,0.9511,28.309999,26.85,7.18,72.56,72.9,36.41,36.2355,30.82,11.3006,40.0118,478.457,178.85706,12.08,7.13,140.27,16.83,7.17,12.14,10.8697,29918,64.45,8489.73,18.27,30.17,52.141,574.83002,93.09,2.649,18.31,22.17,7.8661,8.2043,9.61,61.38,36.567,8.52,19.6511,12.262,2.696,,80.88,183.1,12.31,5.52,15.31,8.912,8.215,0.76267,9.53,29.48,7.7245,13.03,1.3875
"2015-04-15 08:00:00",16.89,11.744,12.34,23.01,24.04,6.747,27.76,69.81,30.463,19.64,47.57532,75.28,11.86,14.66,8.80329,21.53,0.9513,28.35,27.01,7.18,72.92,72.89,36.209999,36.3802,31.33,11.3,40.1258,476.5762,179.23911,12.38,7.13,139.16,16.92,7.12,12.2,10.8697,30012,64.43,8524.58,18.317,30.14,51.905,577.94,94.15,2.648,18.37,22.23,7.8699,8.2081,9.69,61.57,36.5572,8.52,19.6483,12.32,2.702,12.863,81.03,182.4,12.35,5.52,15.42,8.915,8.223,0.76588,9.53,29.45,7.7166,13.08,1.4044
"2015-04-16 08:00:00",17.01,11.889,12.19,22.95,24.83,6.732,27.9,70.04,30.764,19.45,47.33216,76.14,11.89,14.58,8.83046,21.76,0.951,28.360001,26.66,7.22,72.56,72.89,37.02,36.3419,31.57,11.3236,40.2349,477.0059,179.004,12.78,7.13,139.89,16.73,7.16,12.31,10.8697,29915,64.52,8649.48,18.164,30.29,51.996,584.67999,95.46,2.63,18.25,22.28,7.8788,8.2171,9.66,62.56,36.3129,8.51,19.7658,12.338,2.716,12.837,81.03,181.3,12.37,5.52,15.74,8.952,8.215,0.76588,9.52,29.53,7.7718,13.1,1.4265
"2015-04-17 08:00:00",16.94,11.783,11.91,22.56,24.62,6.743,27.74,69.83,30.473,19.14,46.56076,76.73,11.76,14.35,8.83951,21.74,0.9501,28.299999,26.21,7.16,71.08,72.65,36.560001,35.7265,31.03,11.3285,40.2148,471.3206,177.39744,12.67,7.13,138.06,16.53,7.1,12.2,10.8697,29439,64.59,8636.31,17.924,30.2,51.252,575.90002,93.31,2.603,17.97,22.24,7.8803,8.2184,9.63,62.74,35.6972,8.47,19.7655,12.227,2.711,12.646,80.96,179.6,12.3,5.52,15.7,8.982,8.167,0.75396,9.5,29.45,7.7403,12.92,1.4024
"2015-04-20 08:00:00",16.81,11.501,12.06,22.68,24.39,6.743,27.48,69.7,30.317,19.28,46.96995,75.63,11.84,14.46,8.79423,21.95,0.9503,28.299999,26.42,7.16,71.86,72.63,36.080002,35.5121,31.18,11.3205,40.0434,469.3883,177.95582,12.55,7.12,137.18,16.6,7.08,12.16,10.8698,29692,64.52,8363.23,18.02,29.92,51.497,574.96997,92.79,2.622,18.12,22.04,7.8682,8.2056,9.58,60.68,35.8829,8.5,19.5497,12.241,2.679,12.256,80.88,178.7,12.33,5.52,15.17,8.968,8.191,0.75737,9.49,29.49,7.7009,12.88,1.3931
"2015-04-21 08:00:00",16.95,11.866,12.2,22.82,24.48,6.737,27.9,69.67,30.424,19.5,47.07443,75.67,11.89,14.55,8.79423,21.75,0.9504,28.25,26.58,7.15,72.23,72.68,36.5,35.6307,31.11,11.3079,39.9273,478.6323,178.7493,12.6,7.12,138.12,16.61,7.14,12.28,10.8698,30259,64.54,8598.38,18.078,30.16,51.669,580.53003,93.33,2.643,18.26,22.19,7.8753,8.213,9.63,62.31,36.1174,8.5,19.6294,12.264,2.672,12.192,80.65,178.7,12.36,5.52,15.6,8.94,8.199,0.76011,9.49,29.52,7.693,13.02,1.4016
"2015-04-22 08:00:00",17.07,12.014,12.15,22.82,24.07,6.714,27.93,69.88,30.502,19.45,47.05701,76.57,11.87,14.49,8.81234,21.62,0.9496,28.280001,26.69,7.15,72.28,72.64,37.16,35.4969,31.21,11.3159,39.9253,482.1684,177.23091,12.39,7.12,137.4,16.75,7.18,12.4,10.8698,30620,64.51,8733.9,18.078,30.38,51.551,583.23999,93.2,2.634,18.18,22.16,7.8846,8.2223,9.51,63.53,36.0002,8.5,19.7196,12.272,2.671,12.245,80.79,176.7,12.35,5.52,15.92,8.982,8.199,0.75907,9.48,29.66,7.7009,13,1.398
"2015-04-23 08:00:00",17.14,11.934,12.02,22.75,24.16,6.709,27.84,69.89,31.007,19.33,47.04831,77.04,11.89,14.42,8.81234,21.96,0.9484,28.26,26.58,7.15,72.11,72.84,36.939999,35.4791,31.52,11.314,39.9856,482.4677,177.2505,12.44,7.12,137.52,16.63,7.19,12.39,10.8698,30400,64.52,8691.22,18.001,30.44,51.497,585.65997,94.47,2.639,18.2,22.21,7.8812,8.2187,9.54,63.14,35.8731,8.5,19.7139,12.289,2.668,12.137,80.88,177,12.41,5.52,15.7,8.945,8.199,0.7586,9.49,29.57,7.7324,12.99,1.4183
"2015-04-24 08:00:00",17.18,11.976,12.1,22.92,24.52,6.73,27.83,70.36,31.367,19.41,47.25726,77.07,11.93,14.44,8.84857,21.75,0.9485,28.24,26.42,7.16,72.37,73.07,37.029999,36.1299,32.3,11.3353,40.0912,479.2399,177.36806,12.62,7.12,138.66,16.62,7.23,12.4,10.8698,30306,64.49,8685.86,18.04,30.5,52.259,591.09998,94.96,2.646,18.27,22.31,7.8786,8.2157,9.59,63.15,36.0393,8.51,19.8196,12.369,2.679,11.906,81.1,176.4,12.46,5.52,15.84,8.973,8.207,0.76664,9.52,29.55,7.756,13.02,1.4267
"2015-04-27 08:00:00",17.19,12.126,12.3,22.91,24.34,6.726,26.62,70.36,31.765,19.58,47.74481,77.06,11.96,14.56,8.86668,21.85,0.949,28.25,26.22,7.17,72.96,73.17,37.139999,36.2855,32.43,11.3391,40.2018,480.3903,174.69372,12.52,7.12,139.44,16.67,7.28,12.47,10.8699,30436,64.6,8822.21,18.183,30.63,52.559,593.27002,96.09,2.662,18.36,22.34,7.8914,8.2287,9.55,63.83,36.1565,8.54,20.0463,12.431,2.683,11.752,81.36,176.5,12.52,5.53,15.92,8.977,8.231,0.77714,9.53,29.71,7.7876,13.17,1.4442
"2015-04-28 08:00:00",17.18,12.085,12.07,22.89,24.39,6.715,26.53,70.49,31.62,19.23,47.15278,77.18,11.9,14.33,8.87574,21.98,0.9492,28.280001,25.8,7.17,71.87,73.26,37.240002,35.8904,32.77,11.361,40.2343,486.1082,171.81367,12.55,7.13,138.18,16.47,7.26,12.36,10.8699,30298,64.61,8817.49,18.001,30.55,52.223,593.45001,94.95,2.625,18.15,22.17,7.8931,8.2301,9.61,63.96,36.0686,8.5,20.1127,12.398,2.682,11.921,81.39,174.7,12.49,5.54,15.94,8.994,8.199,0.7726,9.51,29.75,7.8112,12.95,1.4318
"2015-04-29 08:00:00",17.18,12.043,11.68,22.9,24.54,6.678,25.78,70.35,31.493,18.8,46.32569,76.67,11.87,14.04,8.86668,21.95,0.9467,28.110001,25.14,7.17,70.28,73.15,36.91,35.3873,32.24,11.3364,40.2162,486.1621,169.55077,12.63,7.14,135.67,16.07,7.24,12.28,10.8699,30060,64.61,8766.53,17.675,30.52,51.17,588.83002,94.58,2.591,18.1,22.22,7.8908,8.2276,9.57,63.61,35.9904,8.46,20.114,12.374,2.681,11.807,81.26,173.6,12.46,5.54,15.83,8.982,8.159,0.77279,9.48,29.62,7.8106,12.83,1.4382
